id	text	majortopic
2952	Triumphs and blunders that haunt Gandhi	0
2953	Hitch hiker girl blamed by rape case judge	2
2954	News shake-up considered by BBC	0
2955	British journalist given suspended sentence	2
2956	Snow-hit villages plagued by looters	2
2957	Whitelaw says blunders delayed arrest of Ripper	2
2958	Rape case victim said she was prepared to give evidence	2
2959	US warns Poland of tougher sanctions	0
2960	Three million unemployed and still more to come	1
2961	Reagan seeks bigger role for states	0
2962	Video show exempt from TV licence	0
2963	Shadow of Poland on Haig talks	0
2964	Benn says press lied over Aslef	0
2965	Å500,000 art thieves escape by taxi	2
2966	Dearer money upsets Reagan hopes	0
2967	Economy forecasts compared Pym stands by his cautious speech	1
2968	Haig attacks suppression of freedom in Poland	0
2969	Soviet seamen drown after refusing rescue	0
2970	Jobless total down by 25,000 this month	1
2971	Perfume fraud trickster jailed for five years	2
2972	US following wrong policies, says Heath	0
2973	Anger at new poverty formula	1
2974	Budget of threads and patches, says Foot	1
2975	Police chief's speech is nonsense, says Hattersley	2
2976	Wall Street demands sweeping reforms in Reaganomics	0
2977	Von Bulow found guilty	2
2978	5-year formula may solve Britain's EEC problems	0
2979	Cabinet makes Begin drop threat to quit	0
2980	Jobless dips below 3 million	1
2981	Law Commission proposes a crime of riot	2
2982	Thatcher will not give in to France	0
2983	Walesa sees daughter	0
2984	Å2,100m shares loss and pound tumbles	1
2985	Haig fails to break deadlock but takes 'new ideas' to Washington	0
2986	No eggs for Russia's Easter	0
2987	Pym off to US for talks on British view	0
2988	Sinai reporting curbs infuriate media	0
2989	OAS votes to invoke Rio Treaty	0
2990	School leavers push jobless figure back over 3m	1
2991	Opposition MPs defend BBC crisis coverage	0
2992	MPs still opposed to death penalty	2
2993	A stiff upper lip over EEC deal	0
2994	Reagan steps out to woo Europe	0
2995	Reagan praised for crusading freedom speech	0
2996	Hopes fade for US occupation	0
2997	Sharp rise puts jobless above 3m	1
2998	800 police in armed hunt for killer	2
2999	EEC-US conflict averted	0
3000	Bold American move' hailed by Israelis	0
3001	Uproar over Bar chamber rents	2
3002	The heavy hand of the Spanish police	2
3003	Queen's police were slow to react	2
3004	Pitfalls of civil nuptials in Greece	0
3005	Two jailed after Countryman	2
3006	Jobless total sets new record	1
3007	French deny helping Argentines	0
3008	Howe attacks CBI wave of pessimism on economy	1
3009	Shamir snubbed at Reagan meeting	0
3010	Bank raid puzzles detectives	2
3011	IMF loans to rescue Mexico	0
3012	Haughey rejects any criticism	0
3013	Paris drive to curb terrorism	0
3014	Base rate cuts lift hope for recovery	1
3015	One in seven British workers now jobless	1
3016	265 policemen dismissed in Indian state	2
3017	Telecom delays price rises	0
3018	Washington divided over sanctions	0
3019	Gold fixers who fly the flag	1
3020	America holds key to world recovery, Howe tells IMF	0
3021	The Eireann curtain	0
3022	Telecom users may get shares	0
3023	Princess Grace of Monaco dies suddenly	0
3024	Cut welfare state or face 50% tax rise, Howe tells Cabinet	1
3025	Nott walks out of TV interview	0
3026	Strauss barges in where Charlemagne failed	0
3027	Solidarity underground leader captured	0
3028	Go-ahead for cable TV likely despite opposition	0
3029	Kohl pledge on European unity	0
3030	New way to deal with police complaints	2
3031	Magical welcome for the Queen in Tuvalu	0
3032	Police chief acts on prisoner plea	2
3033	Jobless falls but trend is upward	1
3034	Britain wins its Å475m EEC budget rebate	0
3035	3 a.m. US elections Democrats gaining strong lead in Congress	0
3036	108 Britons on UN blacklist	0
3037	Prison staff criticize 'tough' regime	2
3038	No blank spots as Channel 4 takes off	0
3039	Fall in pound threatens Howe's targets on inflation	1
3040	Minorities shun police training	2
3041	Hopes for US-Soviet trade	0
3042	Andropov closer to supreme power	0
3043	EEC on defensive at Gatt session	0
3044	Nurse 'was murdered' inquest told	2
3045	Unions will halt Japanese steel shipment	0
3046	Telegraph dispute talks fail	0
3047	Moscow accused of bullying West	0
3048	Thatcher to take foreign policy in hand	0
3049	WPCs fired at in car chase	2
3050	Walesa on collision course with Government	0
3051	Only senior judges will try rape cases	2
3052	Mitterrand blacked out by missing crane	0
3053	Pym's tour rearranged because of Arab anger	0
3054	Gallery design losers to sue Heseltine	2
3055	Machete killer holds jail chief at knifepoint	2
3056	Arab team to visit London	0
3057	Agreement near on North Sea fish	0
3058	US attacks EEC farm subsidies	0
3059	London detectives charged over Waldorf shooting	2
3060	Denmark ends EEC fishing dispute	0
3061	Fortress policy seen as only British option	0
3062	Reagan cuts spending as deficit rises	0
3063	Walker hails 'superb agreement' on fish	0
3064	Mortgage threat as oil fears shake sterling	1
3065	Government clears way for a vote-catching Budget	1
3066	Fleeing Ghanaians drown in Lagos	0
3067	EEC may block aid to Timex	0
3068	Walker acts to defy EEC milk ruling	0
3069	Police take up crystal ball in Shergar hunt	2
3070	Hunt for bodies to be widened	2
3071	Palace seeks damages for Sun story	0
3072	Hostage situation critical on hijacked plane	0
3073	Israel cool on Reagan offer of guarantee	0
3074	Danes banned from Scottish fishing grounds	0
3075	Lies, damned lies, and statistics in Bonn	0
3076	Reagan puts press before the Queen	0
3077	Rises in tax thresholds help the married man	1
3078	Election flavour Budget aims at Everyman	1
3079	Ustinov cuts short visit to Budapest	0
3080	Election of Herzog a blow for Begin	0
3081	Support in Brussels for Husain	0
3082	Mauroy stays on and cuts his Cabinet by half	0
3083	Thatcher wins EEC pledge on rebate	0
3084	Chapman case man was 'tortured like Christ	2
3085	Calvi death to be reexamined	2
3086	Bishops win pledge on police Bill	2
3087	Å100m US steel deal in jeopardy	0
3088	Crucial 48 hours in police hunt for Å7m raiders	2
3089	Armed police now on routine patrol	2
3090	MacGregor in secret US deal talks	0
3091	Pound up 2 cents in a day	1
3092	US satellite tumbles out of control	0
3093	Radio Times printing pact reached	0
3094	British Steel cash 'to modernize US mills	0
3095	Ford and Rippon swept out by new broom	0
3096	New police powers on drink-drive	2
3097	Minister off to Moscow to mend fences	0
3098	Firemen reject strike call from leaders	2
3099	Sweden recalls Moscow envoy	0
3100	Business confidence is booming, says CBI	1
3101	Argentine relatives held up by storms	0
3102	Sterling at new high on Tory poll hopes	1
3103	Solidarity marchers defy riot police	0
3104	35 arrested at National Front clash in London	2
3105	Thatcher postpones Washington visit	0
3106	Pardoe rejoins the fray to aid Alliance attack	0
3107	Stern traces fake diaries to porter in East Germany	0
3108	EEC summit off but Thatcher will go to America	0
3109	Recovery hopes hit by 1pc fall in output	1
3110	Du Cann report 'slates economic policy	1
3111	Thatcher's summit limelight	0
3112	EEC postpones rebate decision until mid-June	0
3113	Foot blunders over National Insurance	1
3114	Turkey's rulers crush new political party	0
3115	Andropov to hold talks with Averell Harriman	0
3116	Jenkin predicts drop in interest rates	1
3117	Health of Andropov 'declines rapidly	0
3118	Volga toll tops 100	0
3119	Chernenko the dove speaks of dÃ©tente	0
3120	Economic growth rate the best for four years	1
3121	Walesa given three-day leave to meet Pope in Cracow	0
3122	Peace formula in television dispute	0
3123	Court halts Maxwell's soccer move	2
3124	Syrians betrayed us, says Arafat	0
3125	Reagan predicts 5.5% US growth	1
3126	Brittan torn over stance on hanging	2
3127	FT hopes dashed by union	0
3128	Paris calls off world exposition	0
3129	MPs believe votes to restore death penalty will be lost	2
3130	Union rejects alternative printing plan for paper Financial Times	0
3131	Cheaper wine but dearer beer likely after court ruling	2
3132	British vessels stand by as EEC fish talks fail	0
3133	Lawson hints at tax cuts in return for spending curbs	1
3134	Safety net' for EEC proposed by Howe	0
3135	Overseas trade improves	0
3136	US steps up warnings about Cuba	0
3137	Higher interest rate could damage recovery, says CBI	1
3138	Gang 'used grannies to carry drugs	2
3139	Guatemala pledges early poll	0
3140	Money figures soothe the City	1
3141	Briton sails into a bureaucratic squall	0
3142	Fall of 39% in Brixton muggings	2
3143	Apology by US for aiding Barbie	0
3144	Treasury seeking more cuts to stop big tax rises	1
3145	File on child sex group for DPP	2
3146	Begin's resignation decision leaves Israel rudderless	0
3147	Channel 4 'needs Å100m	0
3148	UN chief in London for Falklands talks	0
3149	Pilots urge 60-day ban on Moscow	0
3150	Information overlord planned	0
3151	UN hears Soviet pilot kill target	0
3152	Greek stand threatens joint EEC sanctions	0
3153	Congress agrees to Tebbit dialogue	0
3154	Theatre chief meets Soviet officials	0
3155	No politics' warning for youth scheme	2
3156	Seveso agrees to Å4.5m compensation	0
3157	Tories to demand rates reform	1
3158	Brittan to support tougher sentences	2
3159	Divorce report seeks faster settlements	2
3160	Revised' recovery falters	1
3161	Heseltine fights cash cut	1
3162	Police killers will serve at least 20 years-Brittan	2
3163	Union steps up fight against Telecom	0
3164	Police kill Korean in Burma	0
3165	US fears Geneva walkout	0
3166	Martin jailed for 25 years	2
3167	Harley St doctor sent for trial	2
3168	Eccentric's fortune may ease Chancellor's burden	1
3169	Government likely to overspend by Å 1 bn	1
3170	Four children found dead with throats cut	2
3171	Hawk wins Knesset approval	0
3172	Ariane launches satellite for Europe	0
3173	Reagan defied Thatcher's appeal	0
3174	Body found in wood was Diane Jones	2
3175	CBI chief calls for dose of self-help	1
3176	World leaders unite in rejecting new Cypriot state	0
3177	S African minister resigns	0
3178	Britain deplores UDI by Denktas	0
3179	EEC backing for Athens	0
3180	300 held outside Commons on day of anti-cruise anger	2
3181	The West's failures-Walker	0
3182	Print union leader hints at nationwide stoppage	0
3183	Uproar at Brandt, victory for Kohl	0
3184	TUC throws its weight behind print union	0
3185	Precision behind the Å26m gold robbery	2
3186	Bonn Minister faces corruption charges	0
3187	Shamir visit seals US friendship	0
3188	Convicted judge offers to resign	2
3189	EEC on brink of collapse after fiasco in Athens	0
3190	Grenada law chief left without resigning	0
3191	Satellite deal may launch UK astronaut	0
3192	Scots steel threat renewed after US deal collapses	0
3193	American plants face closure	0
3194	Rajiv fitted for the Gandhi mantle	0
3195	Kremlin power vacuum worries President	0
3196	Mugabe demotes senior minister	0
3197	Motorist shot after crash	2
3198	American freeze turns on Britain	0
3199	Ill Husain gives key job to Palestinian	0
3200	Lebanon main issue in Shultz-Thatcher talks	0
3201	Secrets case clerk on unconditional bail	2
3202	Lawson's spending dilemma	1
3203	Shultz in defiant mood at summit	0
3204	Andropov proposes dialogue with US 'on equal footing	0
3205	Tax thresholds up' hope for Budget	1
3206	China says agreement on Hongkong is near	0
3207	Question mark over French frigate as 17 die in storm	0
3208	Israelis show Kohl they still remember	0
3209	Recovery 'Gaining In Pace Pressure grows for cheaper mortgages	1
3210	Fire Torture By Muggers	2
3211	TV-am likely to close after union refuses to cut jobs	0
3212	One heck of a leap for me' says astronaut	0
3213	Hope of East-West thaw after Bush meets Chernenko	0
3214	Jump in output confirms recovery	1
3215	Gummer denial over 'threats' to BBC	0
3216	Benn attack on BBC journalist	0
3217	Kinnock upsets Shultz calm	0
3218	Mondale takes off-Glenn comes down to earth	0
3219	Union threatens Dimbleby's Budget	0
3220	Corporation tax rate to be cut	1
3221	Thatcher blamed for failure of EEC summit	0
3222	Economic growth is best since 1978	1
3223	Neck and neck in Illinois	0
3224	Share offer to Telecom subscribers	0
3225	Cool Queen lifts British prestige in Jordan	0
3226	Trade surplus leaps to Å819m as exports set record	0
3227	Ripper is moved to Broadmoor	2
3228	Ministers fail again in Brussels	0
3229	MP's case on Oman to be released	2
3230	Shuttle gets claw into Solar Max	0
3231	Train robber's tax deal	2
3232	Threat of boycott over Zola Budd	0
3233	FiancÃ© at side of dying WPC	2
3234	Top Gaddafi aide deported and another detained	0
3235	Zola Budd receives double blow	0
3236	Observer directors censure Rowland for interference	0
3237	Jackson heads for victory	0
3238	CBI expects best year since 1977	1
3239	Police mar Walesa's day out	0
3240	Gunman kills 3 in Quebec Assembly	0
3241	Men charged with riot after pit rally violence	2
3242	ICI chief in Moscow trade talks	0
3243	Schools for blacks shut by Pretoria	0
3244	Reuters' market value	0
3245	Tit-for-tat expulsion linked to Bettaney and Skinner cases Moscow orders out British envoy	0
3246	Fears grow for baby	2
3247	Russia prepares for a close encounter	0
3248	Mounted police in action 84 arrests in miners picket battle	2
3249	Reagan's praise for 'old IRA	0
3250	Mitterrand Soviet visit put in doubt	0
3251	Mondale sees victory today	0
3252	Reagan uses London talks to hit at critics	0
3253	India 'will hang mutineers	0
3254	Takeover talk at Fleet St papers	0
3255	Thatcher refuses to yield over Orgreave mob	2
3256	Britain signals EEC budget concessions	0
3257	Joseph is 'nobbling arbitrators	2
3258	Drivers who kill will face prison	2
3259	Thatcher claims good EEC deal for Britain	0
3260	Space craft blast-off is aborted	0
3261	Angry victim of a diplomatic crime	0
3262	Howe meets Soviet 'reluctance' on talks	0
3263	Four charged with Dikko kidnap	2
3264	Maxwell lifts bid for Mirror to Å100m	0
3265	Growth in money fuels loan rate fears	1
3266	Moscow retreat by nine-ton 'diplomatic bag	0
3267	Mauroy Government resigns in France	0
3268	Crisis 'hotline' improved by Russia and US	0
3269	Haggling starts over Israel coalition	0
3270	Reagan hints at end to sanctions on Poland	0
3271	End jury trials for trivial crimes, says law chief	2
3272	Hongkong talks breakthrough	0
3273	Israelis aim for unity government	0
3274	Hijack jet lands in Cyprus	0
3275	Sudden end announced to Njonjo hearings	0
3276	Thatcher may defy Europe on GCHQ	0
3277	Labour MP plans visit to Libya	0
3278	Cut in base rates likely this week	1
3279	Sotheby's accused of fraud	2
3280	Police stand guard over the pickets' burning barricade MacGregor accuses Scargill of conspiracy	2
3281	Bank steps up provision for S American debt	0
3282	Ferraro disclosures fail to quell doubt	0
3283	Poll boycott leaders held in S Africa	0
3284	Grouse moor shooting mishap Whitelaw slip injures two	2
3285	Tiny few' attacked for picket violence	2
3286	Honecker gives in to Moscow	0
3287	Talk from strength says Reagan	0
3288	Four-year sentence for British doctor	2
3289	Brittan turns on 'jackboot' pickets	2
3290	Hutchinson accuses journalist	0
3291	Reagan pledges to seek accord with Gromyko	0
3292	Man held after gun siege at chemist's shop	2
3293	Defector's tale: Mr Bitov telling the Moscow press	0
3294	Crisis? What crisis? says Lawson	1
3295	Chancellor predicts lower loan rates but little jobs relief	1
3296	Ringing the changes in the bride market	2
3297	UN speech an empty vessel Moscow dismisses Reagan overtures	0
3298	UK links with Pretoria sink to a new low	0
3299	Conference may defy High Court	2
3300	Drugs 'easier to find in jail than streets	2
3301	Germany holds up EEC budget deal	0
3302	More cash pledged for policing strike	2
3303	Ponting to stand trial on secrets charges	2
3304	Money supply increase delays base-rate cut	1
3305	Mob of 50 attacked woman sergeant	2
3306	Hubbub in the Lion's Den as Grenada trial begins	0
3307	Peace prize honour for Bishop Tutu	0
3308	Regal pomp greets Mitterrand	0
3309	Russia embargoes fuel for Britain	0
3310	Kidnapped priest found murdered	2
3311	Abbeystead jury seeks more safety rules	2
3312	Labour uproar at diversion of aid to Ethiopia	0
3313	Reagan sweeps to overwhelming win across nation	0
3314	Fists fly as Israelis grapple with price freeze	0
3315	Jaruzelski takes charge of police	0
3316	Austin Rover drops appeal over strike	2
3317	Royal visitors: The Princess of	0
3318	India poll date set for next month	0
3319	First-day hitch for Telecom issue	0
3320	190 Poles defect from cruise ship	0
3321	US economic growth slows sharply	1
3322	Accused Briton 'felt like Bond	0
3323	US officials propose 35% top tax rate	1
3324	Envoy's murder linked with Arab terror plot	0
3325	Court orders thrown out of pit strike leaders' car	2
3326	Papandreou demand puts damper on EEC summit	0
3327	Former wife held in shotgun siege	2
3328	Iran accused of encouraging hijackers	0
3329	Capping law will force cut in rate demands	1
3330	Warm welcome in icy Peking Thatcher to sign accord today	0
3331	BT investors face loss on share sales	0
3332	35 freed as terror trial collapses	0
3333	Soviet leader in Commons clash	0
3334	Country venue for Budget planning	1
3335	How US urged nuclear strike on China	0
3336	Hundreds die in Unita raid	0
3337	Riff-raff' blamed for anti-Tamil terror	0
3338	Superpowers agree on arms talks after Geneva accord	0
3339	Reagan to switch top aides	0
3340	Waite plea heard by Gadaffi	0
3341	Pound dips to $ 1.1375 in US	1
3342	Baby made ward of High Court	2
3343	Crisis moves buy breathing space for weak sterling	1
3344	Maxwell sells Fleet stake	0
3345	Khomeini approves suicide hit-squad	0
3346	Thatcher orders three-year spending squeeze	1
3347	Single stamp for Europe could be in sight	0
3348	Ethiopia hushes up outbreak of cholera in refugee camps	0
3349	Four held in London sent back to Syria	0
3350	US cautious on Moscow war treaty	0
3351	3 charged with Kent killing	2
3352	Syrian envoy questioned	0
3353	Gibraltar talks 'lay foundation of trust	0
3354	Low pound criticized by Walker	1
3355	Britons' freedom opens way for thaw with Libya	0
3356	Juror is on pro-Ponting council	2
3357	Pressure on home loan rates as pound slumps	1
3358	Israeli troops and allies in Sidon pull-out	0
3359	Chernenko absence points to relapse	0
3360	Dail freezes IRA's exported millions in emergency law	0
3361	Pretoria cracks down on activist group	0
3362	Thatcher to tell US of damage from the dollar	1
3363	Thatcher committed to tax cuts	1
3364	Sterling pulls back from low of $ 1.037	1
3365	Zia hails election victory	0
3366	Nitze is hopeful on Star Wars	0
3367	BBC scents victory over licence fee	0
3368	Pound falls by a cent as dollar surges	1
3369	Tax change by Lawson may raise food prices	1
3370	Parkinson to issue writ against Private Eye	0
3371	Israelis lecture 11 envoys on need for 'iron fist' policy	0
3372	Star Wars' agreement urged by Genscher	0
3373	West to talk with Gorbachov after Chernenko funeral	0
3374	New leader approved arms team tactics last week	0
3375	M15 to face Yard inquiry	2
3376	Budget will be judged by its effect on employment Pound surges to $ 1.16 as dollar declines	1
3377	Å900m more for job projects	1
3378	Radical reform in NI payments	1
3379	VAT levied on newspaper advertising	0
3380	Rabin threat of scorched earth policy	0
3381	Kremlin blames US for major's death	0
3382	US invites friends for 'Star Wars	0
3383	Gorbachov accepts US invitation to summit	0
3384	Israel frees detainees	0
3385	Gorbachov lambasts the shoddy	0
3386	Nakasone tries to soothe US Japanese are urged to 'buy foreign	0
3387	Walkout at BBC current affairs	0
3388	Rebels hit at Sudan's new man	0
3389	Vat fines by customs proposed	1
3390	Space walk success for shuttle	0
3391	Labour MP linked with Soviet-led subversives	0
3392	BBC libel fees reach Å650,000	0
3393	Row over Howe spy expulsions	0
3394	Boost for manufacturing industry Exports rise halts jobs decline, says CBI survey	1
3395	Å3bn a year loss to industry Beckett joins attack on pensions switch	1
3396	Protests in vain as Reagan starts tour	0
3397	US decides on trade embargo for Nicaragua	0
3398	Anger at Ulster visit by FitzGerald	0
3399	Nancy's OlÃ©: Mrs Nancy	0
3400	Money rise sharpest in five years	1
3401	Gorbachov and Reagan pledge fight for peace	0
3402	Date for summit still in doubt	0
3403	Judge horrified over fire as letter wrangle grows	2
3404	Brittan heckled by jail officers	2
3405	Israelis split on amnesty for militant Jews	0
3406	American kidnapped in Beirut	0
3407	Reagan announces his 'tax revolution	1
3408	Migration law must change, says court	2
3409	New rules to speed Tamil cases	2
3410	Battered islands seek Å40m aid	0
3411	Family Credit will ease earnings trap	1
3412	High Court fight over yearling	2
3413	Interest rates set for small cut	1
3414	Police computer contains names of 4,974,479	2
3415	Overhaul of Soviet industry ordered	1
3416	Pretoria inquiry into police	2
3417	Britain wins pact to curb thugs	2
3418	Syrian in flat row must quit Britain	0
3419	Beirut's rival Muslims go to war	0
3420	Release of Shias opposed	0
3421	US tourist warning angers Athens	0
3422	Commons unite in police praise	2
3423	Gromyko president as Gorbachov tightens his grip	0
3424	Ulster bomb defused by Army	0
3425	Reagan promises justice as hostages return	0
3426	Terror tops agenda of Bush visit	0
3427	Terrorist hideaways pinpointed	0
3428	High credit dashes hope of fall in interest rates	1
3429	Suicide car bombs kill 15 in Lebanon	0
3430	Castro brands Reagan a terrorist	0
3431	Sympathy and fears for Reagan	0
3432	Russia to halt whaling	0
3433	BBC cuts may mean Radio 2 closure	0
3434	Saudi prince 'has not fled	0
3435	Howe tells firms to help end apartheid	0
3436	Lawson to face JMB lawsuit	2
3437	BBC cancels programme with IRA interview	0
3438	A less belligerent Soviet face but policy is familiar	0
3439	Pretoria recalls its US envoy	0
3440	Divided BBC to meet Brittan over film ban	0
3441	Botha off on tour of homelands	0
3442	Labour and unions seek joint accord on economic policy	1
3443	Pound's fall hits base rate hopes	1
3444	Pretoria dampens hope of reforms	0
3445	Punjab's Sikh leader killed by extremists	0
3446	Fowler appeals against lodgings ruling	2
3447	Tripoli car bomb and Beirut shelling kill 84	0
3448	Stagnant industry and rise in jobless predicted	1
3449	Pretoria judge delays hanging	2
3450	McGuinness in prison for not paying fines	2
3451	Bloodless military coup ousts Nigerian president	0
3452	S Africa halts currency trading and share deals	0
3453	Maxwell in talks to move paper	0
3454	Bombs in Greece injure Britons	0
3455	Money levels dampen interest rate hopes	1
3456	Hope for jail Britons as Howe visits Lagos	0
3457	Countdown to a night of chaos on the streets Rampaging mobs' trail of destruction	2
3458	Britain blocks EEC sanctions pact	0
3459	Kohl's secretary joins long line of Bonn defectors	0
3460	UN sees Kremlin's new style Shevardnadze puts 'star peace' offer	0
3461	UK presses France for Greenpeace redress	0
3462	Repayments arrears put IMF in red	0
3463	US may block 'unfair' imports	0
3464	Street violence flares in Toxteth and Peckham	2
3465	Kidnap Russians facing death	0
3466	Two hostages on hijacked ship feared murdered	0
3467	Italy searches for a peaceful way out of damaging crisis	0
3468	Police given a good hiding, says Grant	2
3469	US to aid Third World lending by easing rules	0
3470	Howe not to blame for talks fiasco says Husain	0
3471	Blast at Tunisian Embassy in Rome	0
3472	Economic warning swiftly denied	1
3473	Seven die in S African riot cities	2
3474	Full steam ahead on coal and computers	1
3475	Obey law, judge tells Scargill	2
3476	Police inquiry on Bank's role in JMB affair	2
3477	US rejects Soviet radar offer	0
3478	CBI wants 2% rate cut	1
3479	Lodgings rules for jobless dropped	2
3480	French price $3bn cheaper Britain fails in bid for biggest US defence order	1
3481	Conran team pledges to boost Britain	1
3482	Russia grants visas to UK diplomats	0
3483	New editor appointed for The Times	0
3484	BT speeds changes to meet competition	0
3485	Yurchenko free to go home after questioning	0
3486	Shultz Kremlin talks fail to heal rifts	0
3487	Low inflation and 3% output rise forecast Chancellor fuels growth by state sales and spending	1
3488	M4 rape and murder charges	2
3489	Leaders optimistic as summit gets off to cordial start	0
3490	Fleet St makes Å100m on Reuters	0
3491	EEC agrees on reform deal after marathon	0
3492	Backers of obscenity Bill hopeful	2
3493	A Child In Trust MPs demand new laws on abuse	2
3494	Defiant call by wife of Mandela	0
3495	King's claims on united Ireland anger FitzGerald	0
3496	Interest rate cut is ruled out by Thatcher	1
3497	54 arrested after soccer battles	2
3498	Storm over 'paltry' Å17,560 for rapist's victims	2
3499	Shultz rejects role for PLO in peace talks	0
3500	Newsmen must declare interests to Commons	0
3501	New York braced for Mafia warfare	2
3502	Americans ordered to leave Libya Reagan ends all trade with Gadaffi 'the pariah'	0
3503	Bank lending puts pressure on rates	1
3504	Italy gives backing to Heseltine	0
3505	US Farm minister quits	0
3506	Machine guns plan for Heathrow police	2
3507	New European offer for Westland sent to all shareholders	0
3508	Channel link close to final agreement	0
3509	Scots and French in squall over trawler	0
3510	Antartic team tell of pole fate	0
3511	Man Charged over murder of girl in bed	2
3512	Tory MEPs back European bid	0
3513	Threat to Channel link summit	0
3514	Murdoch print unions may strike after ballot	0
3515	Havoc in Beirut as car bomb kills 27	0
3516	Miners Kill two white policemen	2
3517	Peres seeking British aid on Middle East	0
3518	Sterling slides amid oil fears	1
3519	Seven peris in world's worst space flight tragedy Crew die in shuttle disaster	0
3520	Tory MPs cheer rates reform plan	1
3521	Terror suspects questioned Israeli mid-air swoop on jet	0
3522	Surprise economic figures help stem pound's sharp fall	1
3523	East and west haggle on swap	0
3524	Sogat refuses to purge contempt	2
3525	Marcos backed by Reagan	0
3526	Terrorists kill two	0
3527	Rank makes Å740 m offer for Granada	0
3528	Interest rate optimism	1
3529	Bar gets leave to fight for pay rise	2
3530	Wapping violence attacked	2
3531	Manila goes wild as Mrs Aquino takes over presidency Marcos quits and flies to sanctuary	0
3532	Manila goes wild as Mrs Aquino takes over presidency Jubilant crowd loots palace	0
3533	Manila goes wild as Mrs Aquino takes over presidency Reagan sends his congratulations	0
3534	Police chief admits late-drinks blunder	2
3535	Gorbachov lashes years of apathy	0
3536	Sluggish industry attacked by Howe	1
3537	Sogat cars seized by court	2
3538	Police action a blow to altering image	2
3539	Ex-UN chief accused by Jews	0
3540	Shares boom on hopes of base rate cut	1
3541	Minister moves to calm fears on anglo-Irish deal	0
3542	Khol faces second flick cash inquiry	0
3543	Hurd asked to change laws after rape case	2
3544	Pretoria lets CBS men stay	0
3545	Legal action over tin	2
3546	Basic rate income tax cut	1
3547	Foreign players taxed	1
3548	Capital transfer change	1
3549	Chirac considers Mitterrand offer	0
3550	Kerb case judge wins appeal	2
3551	Boost to people's capitalism	1
3552	Budget highlights	1
3553	Springboard for the future Budget surprises please Tories	1
3554	Heavy trading losses Redundancies at Telegraph	0
3555	DPP orders inquiry on Glenholmes warrants	2
3556	New Delhi Sikh deal ruled out	0
3557	Britons held on drugs charges in australia	0
3558	Another cut expected as base rate falls	1
3559	'violent' prisoner at large after raid	2
3560	Ministers retreats on rates	1
3561	Junta shares Libya power with Gadaffi	0
3562	Libyans expelled from Britain	0
3563	Spanish King in crucial visit	0
3564	Hindawi's brother accused	2
3565	Files on Waldheim ruled inconclusive	0
3566	Warning to Britons on travel	0
3567	An eerie feeling to be in Kiev	0
3568	Business forces tax changes	1
3569	Prison officers to step up industrial action today	2
3570	Hurd in courts move	2
3571	Sogat to purge contempt	2
3572	Britain seeks to question Syrian	0
3573	Western leaders agree on Tokyo success Summit ends on buoyant note	0
3574	Domenico - a boy born to live in fear of hos life	0
3575	Victims of crime face cash cut	2
3576	Seven Britons still held in Zimbabwe	0
3577	Chinese seek control of shipping group	0
3578	Chinese seek control of shipping group	0
3579	Berlin rule deplored by britain	0
3580	Thatcher on best hope for Israel	0
3581	Justice ministry menace, Bar told	2
3582	thatcher calls for trespass law review	2
3583	Å50000 reward to find fire gang	2
3584	Cash battles come out into the open	1
3585	Madrid urged to reassure tourists	0
3586	Hardliner named as US top judge	2
3587	Howe avoids MPs' revolt on sanctions	0
3588	Pretoria says 11 blacks died	0
3589	Appeal by Reagan for Contra aid	0
3590	Howe plans Eec pretoria 'troika'	0
3591	Blasts hurt 17 in South Africa	0
3592	thatcher wins over Pretoria trip doubters	0
3593	Howe's priority is a voice for Europe	0
3594	Mystery of bungled Berlin escape bid	0
3595	Life for voodoo mother	2
3596	Anglo-German friendship solid	0
3597	Two held after arms seizure	2
3598	Moscow ready to reopen talks with US	0
3599	Brazil set to expel bullion suspect	0
3600	Defendants to lose right of jury challenge	2
3601	Choice is dialogue or bloodshed, says Howe	0
3602	West Indians may boycott Games	0
3603	New Zealand butter deal blocked by Irish	0
3604	Three deals and optimism with Shevardnadze	0
3605	Annette Cowley fails in High Court appeal	2
3606	Thatcher sees possibility of meeting Botha	0
3607	Last-minute blow to Howe mission	0
3608	Ridley moves to cut rate rises	1
3609	Reagan refuses to back sanctions	0
3610	Morocco talks stay secret	0
3611	You won't force South Africans to commit suicide Botha sends Howe home empty-handed	0
3612	You won't force South Africans to commit suicide Cabinet to seek further action	0
3613	You won't force South Africans to commit suicide Options narrow for stunned US	0
3614	'Triumvirate' takes over sanction fight	0
3615	Eta terror threat to British Envoy	0
3616	Botha offers mini states to city blacks	0
3617	pretoria rejects detainees ruling	0
3618	Ship search after Sri Lankans are found adrift	0
3619	Britain leads world currency markets	1
3620	Russian shift gives boost to peace talks	0
3621	Secretary case man detained	2
3622	Writ served on Tory editor for Stockton story	2
3623	Spending slashed in Australia's toughest Budget	0
3624	US prime rate cut to nine-year low	1
3625	Armed robber in house siege evades police	2
3626	World rallies to aid victims in Cameroon	0
3627	Olivia Channon leaves fortunate of Å541959	2
3628	Burglars strangle 5 at party	2
3629	Funeral curbs in Soweto	0
3630	Wider net for crime profits	2
3631	Interest rate cut unlikely	1
3632	Brittan cleared of phone tap abuse	2
3633	US lists reprisals on jailed reporter	0
3634	26 accused of Heysel killings	2
